,district_code,source,valuation_num,property_id,unit_number,house_number,street_name,suburb_name,postcode,contract_date,purchase_price,land_description,area,area_type,dimensions,comp_code,zone_code,vendor_name,purchaser_name
17495,206,ARCHIVE,987300000000,,,31,HARROW RD,STANMORE,2048,,420000,LOT 6 DP 7080.,,,,ET,A,,
17496,214,ARCHIVE,1039030500000,2175707,,17,DANGARA CRES,STANHOPE GARDENS,2768,,375000,LOT 2035 DP 1002271.,351.4,M,,AA,A,,
17497,214,ARCHIVE,9559700000000,2784659,,10,FILANTE ST,STANHOPE GARDENS,2768,,165000,LOT 518 DP 1018212.,506.5,M,,,,,
17498,214,ARCHIVE,9559200000000,2784654,,5,FILANTE ST,STANHOPE GARDENS,2768,,159000,LOT 513 DP 1018212.,460.1,M,,,,,
17499,214,ARCHIVE,1991514030000,2197795,,LOT 3,LATAN WAY,STANHOPE GARDENS,2768,,207000,LOT 3 DP 867986 SUBJECT TO DRAINAGE EASEMENT SUBJECT TO RIGHT OFCARRIAGEWAY.,480.4,M,,AA,A,,
17500,214,ARCHIVE,9561300000000,2784675,,5,LEILANI ST,STANHOPE GARDENS,2768,,159000,LOT 534 DP 1018212 SUBJECT TO DRAINAGE EASEMENT.,450.0,M,,,,,
17501,214,ARCHIVE,9556600000000,2784628,,5,MARSCAY ST,STANHOPE GARDENS,2768,,178000,LOT 432 DP 1018211.,600.2,M,,,,,
17502,206,VALNET1,1616600000000,1961307,,8,NORTHUMBERLAND AV,STANMORE,2048,,475000,LOT 4 DP 234644.,189.7,M,,,A,,
17503,206,VALNET1,2073300000000,1966186,,10,STAFFORD ST,STANMORE,2048,,280000,LOT 1 DP 75860.,,,,,A,,
17504,143,ARCHIVE,372800000000,,,34,HOWARD ST,STRATHFIELD,2135,,590000,LOT 35 DP 12405.,,,,EA,A,,
17505,137,VALNET1,0647400000000,1396663,,30,RUSSELL ST,STRATHFIELD,2135,,190000,"LOT 3 DP 211391, LOTS 1-27 SP 175.",1372.0,M,,,A,,
17506,224,ARCHIVE,1620310000000,2577833,,9 - 11,SEVERN ST,ST MARYS,2760,,25000,"LOT 87 DP 31909, LOTS 1-9 SP 37131.",3712.0,M,,DU,I,,
17507,224,ARCHIVE,1621161600000,2578033,,16,SHANE ST,ST MARYS,2760,,185700,LOT 27 DP 250214.,627.2,M,,AC,A,,
17508,206,VALNET1,0320001000000,1945137,,1,CANAL RD,ST PETERS,2044,,135000,"LOT 1 DP 790388, LOTS 1-13 SP 35749.",8466.0,M,,,I,,
17509,137,VALNET1,0647100000000,1396580,,36,RUSSELL ST,STRATHFIELD,2135,,230000,"PART LOT 74 DP 35, LOTS 1-26 SP 502.",1347.0,M,,,A,,
17510,206,ARCHIVE,966200000000,,,5,GROVE ST,ST PETERS,2044,,302000,LOT E DP 312613.,183.4,M,,ES,A,,
17511,206,ARCHIVE,963800000000,,,82,GROVE ST,ST PETERS,2044,,322500,LOT 8 DP 662239.,221.3,M,,ES,A,,
17512,008,ARCHIVE,4158000000000,254651,,10,STONE ST,STOCKTON,2295,,145500,LOT 9 SEC 36 DP 35474.,543.8,M,,HN,A,,
17513,206,ARCHIVE,1266200000000,1956606,,6,LINCOLN ST,STANMORE,2048,,473500,LOT B DP 432855.,,,,ET,A,,
17514,224,ARCHIVE,1624540700000,2578335,,133,SHEPHERD ST,ST MARYS,2760,,182000,LOT 11 DP 241635 SUBJECT TO DRAINAGE EASEMENT.,626.0,M,,AC,A,,
17515,214,VALNET1,2762410800000,2216105,,16,PERFECTION AV,STANHOPE GARDENS,2768,,445000,LOT 2008 DP 1002271 SUBJECT TO DRAINAGE EASEMENT.,540.9,M,,,A,,
17516,214,ARCHIVE,2792523130000,2216766,,59,PHOENIX AV,STANHOPE GARDENS,2768,,325000,LOT 104 DP 876229.,451.5,M,,DS,A,,
17517,214,VALNET1,2792523120000,2216765,,61,PHOENIX AV,STANHOPE GARDENS,2768,,347000,LOT 105 DP 876229.,455.5,M,,,A,,
17518,214,ARCHIVE,3796275850000,2240952,,28,WINSLOW AV,STANHOPE GARDENS,2768,,281600,LOT 614 DP 1007791 SUBJECT TO ACCESS EASEMENT.,390.0,M,,DS,A,,
17519,214,ARCHIVE,3831910300000,2242600,,7,YARRANDALE ST,STANHOPE GARDENS,2768,,425000,LOT 2028 DP 1002271.,502.0,M,,AA,A,,
17520,206,ARCHIVE,299700000000,,,90,CAMBRIDGE ST,STANMORE,2048,,198000,"LOTS 24-25 SEC 8 DP 1, LOTS 1-36 SP 7509.",,,,ED,A,,
17521,143,VALNET1,0086500000000,1549972,,85,BARKER RD,STRATHFIELD,2135,,650000,LOT 167 DP 15259.,,,,,A,,
17522,206,ARCHIVE,991100000000,,,46A,HARROW RD,STANMORE,2048,,550000,LOT 61 DP 505855.,,,,ER,A,,
17523,224,ARCHIVE,1625403000000,2578373,,221,SHEPHERD ST,ST MARYS,2760,,55000,LOT 1 DP 535570.,,,,AC,A,,
17524,206,ARCHIVE,697600000000,,,18,EDWIN ST,ST PETERS,2044,,275000,LOT 5 DP 104133 VO 2861 FO 150,,,,ES,A,,
17525,224,VALNET1,1746400000000,2583441,,12,THOMPSON AV,ST MARYS,2760,,186000,LOT 128 DP 204475.,569.1,M,,,A,,
17526,224,ARCHIVE,1745100000000,2583423,,15,THOMPSON AV,ST MARYS,2760,,147500,LOT 91 DP 204475.,480.6,M,,AF,A,,
17527,224,ARCHIVE,1746810000000,2583446,,22,THOMPSON AV,ST MARYS,2760,,153500,LOT 1 DP 214314.,,,,AF,A,,
17528,206,ARCHIVE,806600000000,,,3,FLORENCE ST,ST PETERS,2044,,330000,LOT 1 DP 739279.,146.0,M,,MA,X,,
17529,001,VALNET1,1153100000000,14294,,5,LECONFIELD ST,STANFORD MERTHYR,2327,,4100,LOT 17 SEC 7 DP 758926.,,,,,A,,
17530,206,ARCHIVE,1161400000000,1955348,,38,JOHN ST,ST PETERS,2044,,350000,LOT B DP 370132.,234.0,M,,ES,A,,
17531,206,ARCHIVE,1226100000000,1956107,,21,LACKEY ST,ST PETERS,2044,,275000,LOT 18 DP 1299.,,,,DZ,I,,
17532,008,ARCHIVE,2885500000000,238219,,54,MAITLAND ST,STOCKTON,2295,,165000,LOT 2 DP 998638.,221.3,M,,CV,B,,
17533,150,VALNET1,0081042160000,1666101,,,BEECH DR,SUFFOLK PARK,2481,,315000,LOT 94 DP 831214 SUBJECT TO DRAINAGE EASEMENT.,772.4,M,,,A,,
17534,134,VALNET1,0254100000000,1296518,,15,DOVER ST,SUMMER HILL,2130,,215000,"LOT 10 SEC 6 DP 378, LOTS 1-7 SP 9226.",,,,,A,,
17535,143,ARCHIVE,0220110000000,,,20 - 34,ALBERT RD,STRATHFIELD,2135,,265000,"LOT 100 DP 870714, LOTS 1-117,119-145,147-154 SP 60199, LOTS 156-256SP 60813, LOTS 257-258 SP 61293.",4662.0,M,,CX,B,,
17536,143,ARCHIVE,0220110000000,,,20 - 34,ALBERT RD,STRATHFIELD,2135,,343000,"LOT 100 DP 870714, LOTS 1-117,119-145,147-154 SP 60199, LOTS 156-256SP 60813, LOTS 257-258 SP 61293.",4662.0,M,,CX,B,,
17537,143,ARCHIVE,0220110000000,,,20 - 34,ALBERT RD,STRATHFIELD,2135,,326000,"LOT 100 DP 870714, LOTS 1-117,119-145,147-154 SP 60199, LOTS 156-256SP 60813, LOTS 257-258 SP 61293.",4662.0,M,,CX,B,,
17538,134,ARCHIVE,871505400000,,,147,SMITH ST,SUMMER HILL,2130,,282500,"LOTS 69-70 DP 378, PART LOT 68 DP 378, LOTS 1-28,30-33 SP 8427, LOT 34 SP 10267.",,,,ED,A,,
17539,134,ARCHIVE,871505400000,,,147,SMITH ST,SUMMER HILL,2130,,298000,"LOTS 69-70 DP 378, PART LOT 68 DP 378, LOTS 1-28,30-33 SP 8427, LOT 34 SP 10267.",,,,ED,A,,
17540,134,VALNET1,0871505600000,1306024,,151A,SMITH ST,SUMMER HILL,2130,,158000,"LOT 1 DP 225091, LOTS 1-32 SP 1375.",,,,,A,,
17541,134,ARCHIVE,871505600000,,,151A,SMITH ST,SUMMER HILL,2130,,150000,"LOT 1 DP 225091, LOTS 1-32 SP 1375.",,,,ED,A,,
17542,134,ARCHIVE,871505600000,,,151A,SMITH ST,SUMMER HILL,2130,,159131,"LOT 1 DP 225091, LOTS 1-32 SP 1375.",,,,ED,A,,
17543,024,ARCHIVE,230204000000,,,,PH STOCKINBINGAL SUB PORS,STOCKINBINGAL,2725,,68000,PSH STOCKINBINGAL LOT 118 DP 750619.,1012.0,M,,VS,Z,,
17544,143,ARCHIVE,254000000000,,,4,ELWIN ST,STRATHFIELD,2135,,980000,LOT 1 DP 333248.,,,,EG,A,,
17545,137,ARCHIVE,282200000000,,,3,ESPLIN AV,STRATHFIELD,2135,,507000,LOT 4 DP 219812.,366.7,M,,EP,A,,
17546,150,VALNET1,0331848920000,1670872,,11,HOOP PINE LANE,SUFFOLK PARK,2481,,2100000,LOT 18 DP 1013623 SUBJECT TO SEWER EASEMENT SUBJECT TO DRAINAGE EASEMENT.,1391.0,M,,,A,,
17547,150,ARCHIVE,338450070000,,,,JACKWOOD CT,SUFFOLK PARK,2481,,211000,"LOT 178 DP 831293, LOTS 1-2 SP 47618.",699.0,M,,HF,A,,
17548,134,ARCHIVE,871505500000,,,151B,SMITH ST,SUMMER HILL,2130,,130000,"LOT 2 DP 225091, LOTS 1-32 SP 1377.",13970.0,M,,ED,A,,
17549,150,VALNET1,0626194010000,1675722,,4,RED BEAN CL,SUFFOLK PARK,2481,,89000,LOT 1 DP 1009620 SUBJECT TO DRAINAGE EASEMENT.,695.0,M,,,A,,
17550,150,ARCHIVE,626194250000,,,5,RED BEAN CL,SUFFOLK PARK,2481,,93500,LOT 12 DP 1009620.,638.0,M,,HF,A,,
17551,013,ARCHIVE,801400080000,,,,THE BUCKETTS WAY,STROUD,2425,,95000,LOT 17 DP 841021.,4133.0,M,,ZP,Z,,
17552,008,ARCHIVE,1311600000000,219311,,54,DUNBAR ST,STOCKTON,2295,,175000,LOT 1801 DP 586042.,551.8,M,,HN,A,,
17553,134,ARCHIVE,348710000000,,,20,GOWER ST,SUMMER HILL,2130,,127000,"LOT 2 DP 212315, LOTS 1-22 SP 364.",1107.0,M,,ED,A,,
17554,134,VALNET1,0347000000000,1298144,,23,GOWER ST,SUMMER HILL,2130,,209000,"LOTS 8-9 SEC 2 DP 378, LOTS 1-42 SP 377.",,,,,A,,
17555,134,ARCHIVE,348500000000,,,24,GOWER ST,SUMMER HILL,2130,,145000,"LOT 2 DP 18093, LOTS 1-5 SP 49460.",,,,ED,A,,
17556,008,VALNET1,1571810000000,2772208,,3,FLINT ST,STOCKTON,2295,,169950,LOT 1911 DP 1022863.,256.0,M,,,,,
17557,008,ARCHIVE,1596000000000,222646,,56,FORFAR ST,STOCKTON,2295,,142000,LOT 6 DP 657318.,505.9,M,,HN,A,,
17558,134,VALNET1,0345900000000,1298035,,3,GOWER ST,SUMMER HILL,2130,,230000,"PART LOTS 19-20 SEC 2 DP 378, LOTS 1-18 SP 6518.",,,,,A,,
17559,150,ARCHIVE,374450400000,,,11,KORAU PL,SUFFOLK PARK,2481,,182500,"LOT 66 DP 1001135 SUBJECT TO DRAINAGE EASEMENT SUBJECT TO RIGHT OFCARRIAGEWAY, LOTS 1-6 SP 60239, LOTS 8-10 SP 62929.",2996.0,M,,HG,A,,
17560,139,ARCHIVE,332110000000,,,41,EVERTON RD,STRATHFIELD,2135,,287500,"LOT 9 DP 18229 SUBJECT TO ROW, LOTS 1-6 SP 13821.",607.0,M,,ED,A,,
17561,139,ARCHIVE,332110000000,,,41,EVERTON RD,STRATHFIELD,2135,,265000,"LOT 9 DP 18229 SUBJECT TO ROW, LOTS 1-6 SP 13821.",607.0,M,,ED,A,,
17562,139,VALNET1,0332110000000,1451927,,41,EVERTON RD,STRATHFIELD,2135,,276000,"LOT 9 DP 18229 SUBJECT TO ROW, LOTS 1-6 SP 13821.",607.0,M,,,A,,
17563,137,VALNET1,0291800000000,1391948,,7,EVERTON RD,STRATHFIELD,2135,,232500,"LOT C DP 89901, LOTS A,B DP 158753, LOTS 1-62 SP 3014.",,,,,A,,
17564,137,ARCHIVE,291800000000,,,7,EVERTON RD,STRATHFIELD,2135,,235000,"LOT C DP 89901, LOTS A,B DP 158753, LOTS 1-62 SP 3014.",,,,ED,A,,
17565,143,ARCHIVE,382010000000,,,39A,HYDEBRAE ST,STRATHFIELD WEST,2140,,518000,LOT 1 DP 863613.,357.1,M,,EA,A,,
17566,143,ARCHIVE,478200000000,,,13,MARION ST,STRATHFIELD WEST,2140,,650000,LOT 14 DP 12405.,,,,EA,A,,
17567,137,VALNET1,0714200000000,1397841,,138A,THE BOULEVARDE,STRATHFIELD,2135,,920000,LOT 2 SEC 5 DP 838.,,,,,A,,
17568,137,VALNET1,0711300000000,1397741,,64,THE BOULEVARDE,STRATHFIELD,2135,,250000,"LOT 3 DP 555, PART LOT 2 SEC 2 DP 555, LOTS 1-8 SP 10691.",,,,,A,,
17569,008,ARCHIVE,857300000000,,,2,CLYDE ST,STOCKTON,2295,,180000,LOT 9 DP 667928.,,,,HN,A,,
17570,143,ARCHIVE,548600000000,,,67,OXFORD RD,STRATHFIELD,2135,,702000,LOT 3 DP 358541.,992.7,M,,EC,A,,
17571,143,VALNET1,0555600000000,1556403,,20,PALMER AV,STRATHFIELD,2135,,240000,LOT 53 DP 14865.,,,,,A,,
17572,134,ARCHIVE,0872000000000,1306179,,11,BOGAN ST,SUMMER HILL,2130,,122500,"LOT 1 DP 862997, LOTS 1-6 SP 53452.",557.3,M,,ED,A,,
17573,008,VALNET1,1653400000000,223460,,35,FULLERTON ST,STOCKTON,2295,,152000,LOT 3 DP 16805.,278.2,M,,,A,,
17574,008,ARCHIVE,1650000000000,223426,,42,FULLERTON ST,STOCKTON,2295,,170000,LOT A DP 311955.,,,,HN,A,,
17575,143,VALNET1,0178610000000,1551535,,7,CHURCHILL AV,STRATHFIELD,2135,,328000,"LOT 11 DP 1005791, LOTS 1-51 SP 64598.",1177.0,M,,,B,,
17576,143,ARCHIVE,178610000000,,,7,CHURCHILL AV,STRATHFIELD,2135,,370000,"LOT 11 DP 1005791, LOTS 1-51 SP 64598.",1177.0,M,,CX,B,,
17577,143,VALNET1,0178610000000,1551535,,7,CHURCHILL AV,STRATHFIELD,2135,,325000,"LOT 11 DP 1005791, LOTS 1-51 SP 64598.",1177.0,M,,,B,,
17578,143,ARCHIVE,178610000000,,,7,CHURCHILL AV,STRATHFIELD,2135,,325000,"LOT 11 DP 1005791, LOTS 1-51 SP 64598.",1177.0,M,,CX,B,,
17579,139,VALNET1,0184400000000,1450311,,141,CONCORD RD,STRATHFIELD,2135,,375000,"LOTS 34-35 DP 7353, LOTS 1-23 SP 64384.",,,,,B,,
17580,139,ARCHIVE,184400000000,,,141,CONCORD RD,STRATHFIELD,2135,,370000,"LOTS 34-35 DP 7353, LOTS 1-23 SP 64384.",,,,CF,B,,
17581,139,ARCHIVE,184400000000,,,141,CONCORD RD,STRATHFIELD,2135,,424000,"LOTS 34-35 DP 7353, LOTS 1-23 SP 64384.",,,,CF,B,,
17582,139,ARCHIVE,184400000000,,,141,CONCORD RD,STRATHFIELD,2135,,381000,"LOTS 34-35 DP 7353, LOTS 1-23 SP 64384.",,,,CF,B,,
17583,137,ARCHIVE,517510000000,,,8 - 10,MORWICK ST,STRATHFIELD,2135,,250000,"LOTS 32-33 SEC 2 DP 555, LOTS 1-4,6-12,14-16 SP 4362, LOTS 17-18 SP4732.",14120.0,M,,ED,A,,
17584,143,VALNET1,0270110000000,1552746,,1,FITZGERALD CR,STRATHFIELD,2135,,265000,"LOT 1 DP 790602, LOT 1-20 SP 38956.",3561.0,M,,,A,,
17585,143,ARCHIVE,270110000000,,,1,FITZGERALD CR,STRATHFIELD,2135,,230000,"LOT 1 DP 790602, LOT 1-20 SP 38956.",3561.0,M,,EH,A,,
17586,143,ARCHIVE,270110000000,,,1,FITZGERALD CR,STRATHFIELD,2135,,285500,"LOT 1 DP 790602, LOT 1-20 SP 38956.",3561.0,M,,EH,A,,
17587,013,VALNET1,0313330000000,312919,,,BERKELEY ST,STROUD,2425,,100000,"LOT 1-3 DP 196127, LOT 4 DP 557892.",1.489,H,,,Z,,
17588,008,VALNET1,1258100000000,218709,,10,DOUGLAS ST,STOCKTON,2295,,154000,LOT 5 DP 114662.,,,,,A,,
17589,143,ARCHIVE,587410000000,,,,PEMBERTON ST,STRATHFIELD,2135,,345000,LOT 2 DP 836576.,235.1,M,,EN,A,,
17590,143,ARCHIVE,139700000000,,,15,BRUNSWICK AV,STRATHFIELD,2135,,437000,LOT 1 DP 725145.,417.3,M,,EP,A,,
17591,008,VALNET1,1258300000000,218711,,6,DOUGLAS ST,STOCKTON,2295,,57500,LOT 3 DP 114662.,299.0,M,,,A,,
17592,008,ARCHIVE,1255420000000,2772204,,72,DOUGLAS ST,STOCKTON,2295,,166000,LOT 11 DP 1023393.,450.0,M,,,,,
17593,008,ARCHIVE,1258200000000,218710,,8,DOUGLAS ST,STOCKTON,2295,,175000,LOT 4 DP 114662.,,,,HN,A,,
17594,143,VALNET1,0024700000000,1549236,,76,ALBERT RD,STRATHFIELD,2135,,345000,"LOT 1 DP 864201, LOTS 1-6 SP 54221.",790.2,M,,,A,,
17595,162,VALNET1,0554060000000,1779691,,22,MOORAL CREEK RD,STRATHCEDAR,2429,,160000,LOT 24 DP 1018910.,40.34,H,,,R,,
17596,150,VALNET1,0597771800000,1675131,,19,PEPPERBUSH ST,SUFFOLK PARK,2481,,185000,LOT 79 DP 805839.,429.2,M,,,A,,
17597,143,ARCHIVE,165200000000,,,67,CHALMERS RD,STRATHFIELD,2135,,902000,LOT 107 DP 777436.,696.9,M,,EG,A,,
17598,143,ARCHIVE,220900000000,,,28,CROSS ST,STRATHFIELD,2135,,590000,LOT 2 DP 310630.,455.3,M,,EB,A,,
17599,143,ARCHIVE,320800000000,,,79,HIGH ST,STRATHFIELD,2135,,12300,LOT 60 DP 35995.,,,,EL,A,,
17600,143,VALNET1,0320800000000,1553626,,79,HIGH ST,STRATHFIELD,2135,,452500,LOT 60 DP 35995.,,,,,A,,
17601,143,ARCHIVE,333000000000,,,34,HIGHGATE ST,STRATHFIELD,2135,,700000,LOT 35 DP 7489.,,,,EG,A,,
17602,013,ARCHIVE,318200000000,,,65,COWPER ST,STROUD,2425,,175000,LOT 2 DP 742090.,1345.0,M,,ZD,Z,,
17603,013,ARCHIVE,322000000000,,,18 - 20,ERIN ST,STROUD,2425,,95000,LOT 1 DP 197913.,4044.0,M,,ZD,Z,,
17604,024,VALNET1,0230342000000,421358,,,HIBERNIA ST,STOCKINBINGAL,2725,,30000,LOT 2 DP 335659.,1132.0,M,,,Z,,
17605,008,VALNET1,1320100000000,219391,,165,DUNBAR ST,STOCKTON,2295,,155000,LOT 1 DP 911327.,505.9,M,,,A,,
17606,143,ARCHIVE,613000000000,,,4,RAVENNA ST,STRATHFIELD,2135,,610000,LOT 199 DP 11856.,,,,EW,A,,
17607,211,ARCHIVE,200644500000,,,453 - 465,BOURKE ST,SURRY HILLS,2010,,397500,"LOTS 2-3 DP 61184, LOT 9 DP 106586, LOT 1 DP 616683, LOTS 1,4-8,10-40SP 19719, LOT 9 SP 19719.",,,,BD,A,,
17608,211,ARCHIVE,254821101000,,,105 - 113,CAMPBELL ST,SURRY HILLS,2010,,345000,"LOT 10 DP 1001442 SUBJECT TO VARIOUS EASEMENTS, LOTS 1-18,20-37,39-58,60-111,113-122,124-139 SP 60285, LOTS 140-145 SP 61488.UNLIMITED IN DEPTH & LIMITED IN HEIGHT.",2837.6,M,,MD,M,,
17609,211,ARCHIVE,254822210000,,,145 - 149,CAMPBELL ST,SURRY HILLS,2010,,420000,"LOT 1 DP 815989, LOT 1 DP 1022643, LOTS 1-35 SP 64377.",853.0,M,,MD,M,,
17610,134,ARCHIVE,361500000000,,,49,GROSVENOR CR,SUMMER HILL,2130,,258000,"PART LOT 39 SEC 3 DP 378, LOT 1-18 SP 6287.",,,,ED,A,,
17611,134,ARCHIVE,509510000000,,,59 - 61,KENSINGTON RD,SUMMER HILL,2130,,70000,"LOT 21 DP 779, PART LOT 22 DP 779, LOT 1 DP 104876, LOTS 1-48 SP 6243.LAND IN DP 980169",,,,ED,A,,
17612,150,ARCHIVE,162570100000,,,4,CARISSA CT,SUFFOLK PARK,2481,,170000,LOT 61 DP 805839.,462.7,M,,LG,A,,
17613,150,ARCHIVE,162570300000,,,7,CARISSA CT,SUFFOLK PARK,2481,,188000,LOT 63 DP 805839.,467.5,M,,LG,A,,
17614,097,ARCHIVE,0903354200000,,,67,ERIC FENNING DVE,SURF BEACH,2536,,215000,LOT 17 DP 262947.,1125.0,M,,XY,A,,
17615,150,VALNET1,0108252700000,1666774,,8,BOTTLEBRUSH CR,SUFFOLK PARK,2481,,260000,LOT 139 DP 815022 SUBJECT TO DRAINAGE EASEMENT.,549.5,M,,,A,,
17616,143,VALNET1,0747500000000,1558547,,96,WALLIS AV,STRATHFIELD,2135,,525000,LOT 50 DP 12824.,626.0,M,,,A,,
17617,097,ARCHIVE,724300000000,,,78,PALANA ST,SURFSIDE,2536,,126500,LOT 671 DP 214161.,746.1,M,,SG,A,,
17618,097,ARCHIVE,725600000000,,,113,PALANA STREET,SURFSIDE,2536,,225000,LOT 637 DP 214161.,777.8,M,,SG,A,,
17619,211,ARCHIVE,200663300000,,,554,BOURKE ST,SURRY HILLS,2010,,670000,LOT E DP 437615.,145.5,M,,BD,A,,
17620,097,ARCHIVE,728600000000,,,19,PALANA STREET,SURFSIDE,2536,,110000,LOT 42 DP 232568.,569.1,M,,SF,A,,
17621,097,ARCHIVE,728100000000,,,31,PALANA STREET,SURFSIDE,2536,,44000,LOT 48 DP 232568.,569.1,M,,SF,A,,
17622,150,VALNET1,0032719000000,1665164,,60,ARMSTRONG ST,SUFFOLK PARK,2481,,235000,"LOT 1 DP 1009579, LOTS 1-2,7 SP 61993, LOTS 8-9 SP 62502, LOTS 10-13 SP 63733, LOTS 14-15 SP 65009.",4616.0,M,,,A,,
17623,014,VALNET1,2565020000000,370237,,5,OMEGA AVE,SUMMERLAND POINT,2259,,240000,LOT 112 DP 12472.,670.2,M,,,A,,
17624,150,ARCHIVE,108251210000,,,,BOTTLEBRUSH CRES,SUFFOLK PARK,2481,,675000,LOT 282 DP 1018663.,6.905,H,,HX,A,,
17625,150,VALNET1,0112700000000,1666868,,30,BRANDON ST,SUFFOLK PARK,2481,,193500,LOT 14 SEC 9 DP 11632 BEING LOTS 1/2 SP 16503,708.2,M,,,A,,
17626,134,VALNET1,0507500000000,1300410,,82 - 84,KENSINGTON RD,SUMMER HILL,2130,,285000,"LOT 3 DP 319949, LOT A DP 383001, LOTS 1-15 SP 9953.",,,,,A,,
17627,134,ARCHIVE,529900000000,,,2 & 4,LACKEY ST,SUMMER HILL,2130,,2600000,LOT 25 DP 189520.,,,,CE,B,,
17628,134,ARCHIVE,869500000000,,,51,SLOANE ST,SUMMER HILL,2130,,208000,"LOT 38 SEC 4 DP 378, PART LOT 37 SEC 4 DP 378, LOTS 1-15 SP 11222.",12270.0,M,,ED,A,,
17629,150,VALNET1,0707261500000,1677173,,3,TAMARIND CT,SUFFOLK PARK,2481,,174500,LOT 53 DP 805839 SUBJECT TO DRAINAGE EASEMENT.,411.1,M,,,A,,
17630,150,ARCHIVE,711730120000,,,10,TEAK CCT,SUFFOLK PARK,2481,,265000,LOT 10 DP 811498.,716.0,M,,HF,A,,
17631,150,ARCHIVE,113100000000,,,40,BRANDON ST,SUFFOLK PARK,2481,,280000,LOT 19 SEC 9 DP 11632.15.47/17.42X40.44/40.23 SUFFOLK PARK ESTATE,695.6,M,,HG,A,,
17632,150,VALNET1,0111100000000,1666845,,5,BRANDON ST,SUFFOLK PARK,2481,,340100,LOT 3 SEC 11 DP 11632. 16.56X40.92 SUFFOLK PARK ESTATE,662.7,M,,,A,,
17633,137,ARCHIVE,782600000000,,,71 - 79,WENTWORTH RD,STRATHFIELD,2135,,275000,"LOT 1 DP 610568, LOTS 1-15 SP 15636.",,,,ED,A,,
17634,150,VALNET1,0224845000000,1669019,,,CORKWOOD CRES,SUFFOLK PARK,2481,,263000,LOT 223 DP 841986.,998.9,M,,,A,,
17635,137,ARCHIVE,781520000000,,,95 - 99,WENTWORTH RD,STRATHFIELD,2135,,275000,"LOT 501 DP 792727, LOT 1-9 SP 39386.",1093.0,M,,ED,A,,
17636,143,VALNET1,0104810000000,1550154,,1,BENNETT AV,STRATHFIELD SOUTH,2136,,323000,"LOT 1 DP 809017, LOTS 1-22 SP 38576, LOTS 25-53 SP 39483, LOTS 54-71 SP 40032, LOTS 72-77 SP 40032.",,,,,A,,
17637,143,ARCHIVE,104810000000,,,1,BENNETT AV,STRATHFIELD SOUTH,2136,,335000,"LOT 1 DP 809017, LOTS 1-22 SP 38576, LOTS 25-53 SP 39483, LOTS 54-71SP 40032, LOTS 72-77 SP 40032.",,,,ED,A,,
17638,134,ARCHIVE,347900000000,,,53,GOWER ST,SUMMER HILL,2130,,478000,LOT 1 DP 965669.,,,,EG,A,,
17639,157,VALNET1,0813300000000,1738171,,15,THIRD AV,STUARTS POINT,2441,,33000,LOT 50 DP 23100.,796.7,M,,,Z,,
17640,157,VALNET1,0814108000000,1738190,,1,THIRTEENTH AV,STUARTS POINT,2441,,94000,LOT 8 SEC 6 DP 255838.,62.0,M,,,Z,,
17641,150,ARCHIVE,267620100000,,,,FERN PL,SUFFOLK PARK,2481,,345000,LOT 82 DP 818618.,1053.0,M,,HF,A,,
17642,014,ARCHIVE,3731800000000,386989,,24,WARRINA AVE,SUMMERLAND POINT,2259,,185000,LOT 55 DP 31339.,537.5,M,,DJ,A,,
17643,097,ARCHIVE,0997110000000,,,14,HIGHVIEW AV,SURF BEACH,2536,,114500,"LOT 2 DP 622389, LOTS 5-17 SP 30989.",3829.0,M,,XZ,A,,
17644,097,VALNET1,0098300000000,1001943,,17,HIGHVIEW AVENUE,SURF BEACH,2536,,75000,LOT 1 DP 30365.,935.8,M,,,A,,
17645,150,ARCHIVE,129110000000,,,,BROKEN HEAD RD,SUFFOLK PARK,2481,,230000,"LOTS A,B DP 411040, LOT 371 DP 727459, LOTS 1-8 SP 53922, LOTS 10-29SP 56041.",9685.0,M,,KL,A,,
17646,097,ARCHIVE,711358000000,,,18,KAROOLA CRESCENT,SURFSIDE,2536,,172500,LOT 30 DP 711092.,879.5,M,,SF,A,,
17647,150,VALNET1,0009013000000,1664779,,36,ALCORN ST,SUFFOLK PARK,2481,,380000,"LOT 3 DP 789988 SUBJECT TO DRAINAGE EASEMENT, LOTS 1-2 SP 61774.",1126.0,M,,,P,,
17648,150,VALNET1,0079901800000,1666030,,34,BEACHSIDE DR,SUFFOLK PARK,2481,,570000,LOT 27 DP 264063.,721.0,M,,,A,,
17649,134,ARCHIVE,504400000000,,,18A,KENSINGTON RD,SUMMER HILL,2130,,309000,"LOT 1 DP 333456, LOTS 1-4 SP 47210.",,,,EL,A,,
17650,150,VALNET1,0162530320000,1667780,,47,CANAIBA CR,SUFFOLK PARK,2481,,105000,LOT 1 DP 1013623 SUBJECT TO VARIOUS EASEMENTS.,779.0,M,,,A,,
17651,150,ARCHIVE,162530310000,,,49,CANAIBA CR,SUFFOLK PARK,2481,,115000,LOT 2 DP 1013623 SUBJECT TO SEWER EASEMENT SUBJECT TO DRAINAGEEASEMENT.,1092.0,M,,HF,A,,
17652,150,ARCHIVE,162530297000,,,57,CANAIBA CR,SUFFOLK PARK,2481,,190000,LOT 5 DP 1013623.,826.5,M,,HF,A,,
