post_code,area,contract_date,settlement_date,purchase_price,nature_of_property,primary_purpose,year
2486,5225.0,09/05/2012,11/05/2012,880000,R,RESIDENCE,2012
2484,1.16,10/04/2012,12/03/2012,337000,R,RESIDENCE,2012
2484,,10/12/2012,12/03/2012,230000,3,HOME UNIT,2012
2486,800.0,11/01/2012,12/03/2012,500000,R,RESIDENCE,2012
2487,,11/03/2012,12/10/2012,397000,R,RESIDENCE,2012
2085,659.3,09/07/2012,12/06/2012,1201000,R,RESIDENCE,2012
2099,,11/05/2012,12/03/2012,535000,R,RESIDENCE,2012
2099,524.8,11/02/2012,12/05/2012,1480000,R,RESIDENCE,2012
2086,745.4,11/02/2012,12/04/2012,820000,R,RESIDENCE,2012
2096,398.4,08/09/2012,12/11/2012,3010000,R,RESIDENCE,2012
2085,841.0,10/04/2012,12/05/2012,1210000,V,VACANT LAND,2012
2097,467.9,11/09/2012,12/06/2012,935255,R,RESIDENCE,2012
2086,695.6,11/05/2012,12/10/2012,970000,R,RESIDENCE,2012
2096,404.71,10/12/2012,12/05/2012,1290000,R,RESIDENCE,2012
2085,576.0,10/12/2012,11/05/2012,362600,R,RESIDENCE,2012
2096,414.13,11/01/2012,12/03/2012,1110000,R,RESIDENCE,2012
2074,,10/10/2012,11/05/2012,625000,R,RESIDENCE,2012
2075,942.2,11/01/2012,12/04/2012,2300000,R,RESIDENCE,2012
2070,885.2,10/06/2012,12/03/2012,840000,R,RESIDENCE,2012
2069,842.8,07/07/2012,12/04/2012,1100000,R,RESIDENCE,2012
2069,1058.0,09/08/2012,12/04/2012,1440000,R,RESIDENCE,2012
2071,916.8,10/12/2012,12/03/2012,947000,R,RESIDENCE,2012
2448,678.0,10/04/2012,11/07/2012,218000,R,RESIDENCE,2012
2136,,10/02/2012,11/07/2012,430000,R,RESIDENCE,2012
2136,445.91,09/08/2012,12/03/2012,1339000,R,RESIDENCE,2012
2619,943.3,10/11/2012,11/12/2012,600000,R,RESIDENCE,2012
2620,989.1,05/12/2012,11/09/2012,250000,V,VACANT LAND,2012
2619,889.5,10/10/2012,11/08/2012,625000,R,RESIDENCE,2012
2619,913.4,11/02/2012,11/02/2012,175000,V,VACANT LAND,2012
2161,708.2,12/03/2012,12/03/2012,450000,R,RESIDENCE,2012
2150,585.2,11/05/2012,11/05/2012,230000,R,RESIDENCE,2012
2150,,11/12/2012,12/04/2012,386000,R,RESIDENCE,2012
2146,480.5,10/08/2012,12/03/2012,469000,R,RESIDENCE,2012
2121,796.7,09/01/2012,11/12/2012,1110000,R,RESIDENCE,2012
2150,1368.0,09/07/2012,10/09/2012,10600000,3,COMMERCIAL,2012
2153,695.6,10/05/2012,12/03/2012,640000,R,RESIDENCE,2012
2153,695.6,10/08/2012,12/03/2012,610000,R,RESIDENCE,2012
2121,919.8,08/05/2012,12/03/2012,930000,R,RESIDENCE,2012
2117,594.4,09/11/2012,12/05/2012,530000,3,HOUSE,2012
2116,376.0,11/09/2012,12/05/2012,715000,R,RESIDENCE,2012
2088,445.91,11/12/2012,12/10/2012,1300000,R,RESIDENCE,2012
2088,499.534,10/09/2012,12/04/2012,1600000,R,RESIDENCE,2012
2088,,09/08/2012,12/03/2012,1100000,R,RESIDENCE,2012
2065,215.0,11/03/2012,12/10/2012,1252000,R,RESIDENCE,2012
2064,,11/09/2012,11/09/2012,295000,R,RESIDENCE,2012
2068,373.1,10/11/2012,12/03/2012,859800,3,HOUSE,2012
2068,,10/02/2012,10/02/2012,231000,R,RESIDENCE,2012
2069,195.0,10/05/2012,12/04/2012,420000,3,INDUSTRIAL UNI,2012
2067,,10/04/2012,12/10/2012,735000,R,RESIDENCE,2012
2281,638.6,12/03/2012,12/03/2012,420000,R,RESIDENCE,2012
2280,594.0,10/02/2012,11/06/2012,350000,V,VACANT LAND,2012
2281,700.2,10/04/2012,11/02/2012,310000,V,VACANT LAND,2012
2283,835.7,10/08/2012,11/12/2012,268000,3,HOUSE,2012
2287,821.0,11/07/2012,12/07/2012,690000,R,RESIDENCE,2012
2285,720.8,11/05/2012,12/03/2012,315000,R,RESIDENCE,2012
2280,861.2,10/12/2012,12/06/2012,590000,R,RESIDENCE,2012
2282,,08/06/2012,10/02/2012,288000,R,RESIDENCE,2012
2285,971.3,08/01/2012,11/06/2012,215000,V,VACANT LAND,2012
2710,796.05,08/10/2012,10/05/2012,731459,3,RURAL/FARM,2012
2650,713.3,10/09/2012,11/06/2012,252000,R,RESIDENCE,2012
2650,830.9,10/02/2012,11/02/2012,385000,3,HOUSE,2012
2650,702.0,10/05/2012,11/06/2012,394000,R,RESIDENCE,2012
2825,1005.0,12/03/2012,12/03/2012,130000,R,RESIDENCE,2012
2020,149.0,10/08/2012,11/12/2012,545000,R,RESIDENCE,2012
2020,148.0,10/12/2012,11/06/2012,540000,R,RESIDENCE,2012
2020,141.0,10/12/2012,11/09/2012,545000,R,RESIDENCE,2012
2020,727.0,06/04/2012,12/07/2012,600000,R,RESIDENCE,2012
2036,,11/05/2012,12/03/2012,745000,R,RESIDENCE,2012
2020,171.0,06/10/2012,12/06/2012,600000,R,RESIDENCE,2012
2020,32.0,09/07/2012,12/12/2012,423500,3,RETAIL,2012
2018,390.0,11/01/2012,12/04/2012,860000,R,RESIDENCE,2012
2780,,11/09/2012,12/03/2012,220000,R,RESIDENCE,2012
2780,,11/08/2012,12/05/2012,352000,R,RESIDENCE,2012
2782,828.3,11/05/2012,12/03/2012,268000,R,RESIDENCE,2012
2780,1129.41,11/09/2012,12/07/2012,692000,R,RESIDENCE,2012
2778,1277.2,10/02/2012,11/12/2012,280000,R,RESIDENCE,2012
2566,,10/06/2012,12/03/2012,280000,R,RESIDENCE,2012
2560,570.6,10/10/2012,12/03/2012,385000,R,RESIDENCE,2012
2167,749.1,11/06/2012,12/04/2012,470000,R,RESIDENCE,2012
2560,613.4,11/03/2012,12/03/2012,285000,R,RESIDENCE,2012
2565,2093.0,11/05/2012,11/09/2012,1150000,3,INDUSTRIAL,2012
2541,740.6,11/05/2012,12/03/2012,385000,R,RESIDENCE,2012
2540,1119.0,09/03/2012,12/05/2012,335000,R,RESIDENCE,2012
2540,1081.3,11/01/2012,11/01/2012,1000000,R,RESIDENCE,2012
2323,673.9,08/09/2012,09/12/2012,287000,R,RESIDENCE,2012
2320,4151.0,05/02/2012,10/11/2012,285000,V,VACANT LAND,2012
2320,5311.0,05/11/2012,10/09/2012,289000,V,VACANT LAND,2012
2320,635.2,10/12/2012,11/09/2012,189050,V,VACANT LAND,2012
2095,248.2,10/12/2012,12/05/2012,1350000,R,RESIDENCE,2012
2093,696.7,10/12/2012,11/12/2012,1550000,R,RESIDENCE,2012
2318,300.3,07/12/2012,08/10/2012,268000,R,RESIDENCE,2012
2316,569.1,10/04/2012,11/05/2012,415000,R,RESIDENCE,2012
2315,886.4,09/03/2012,11/09/2012,750000,R,RESIDENCE,2012
2324,557.6,11/03/2012,12/03/2012,176000,R,RESIDENCE,2012
2318,8.479,08/11/2012,10/03/2012,890000,R,RESIDENCE,2012
2062,285.6,10/05/2012,12/03/2012,1325000,R,RESIDENCE,2012
2065,284.56,11/03/2012,12/10/2012,1390000,R,RESIDENCE,2012
2090,,11/06/2012,12/03/2012,700000,R,RESIDENCE,2012
2065,,11/06/2012,11/09/2012,440000,3,OFFICE SUITE,2012
2061,,11/08/2012,12/06/2012,840000,R,RESIDENCE,2012
2090,495.0,11/07/2012,11/07/2012,167000,3,COMMON PPTY,2012
2630,1380.0,10/09/2012,11/09/2012,175000,R,RESIDENCE,2012
2205,,10/05/2012,11/02/2012,555000,R,RESIDENCE,2012
2207,,11/01/2012,12/04/2012,520000,R,RESIDENCE,2012
2217,,11/10/2012,12/03/2012,550000,R,RESIDENCE,2012
2480,450.7,11/08/2012,12/11/2012,240000,R,RESIDENCE,2012
2480,1113.0,10/11/2012,11/12/2012,197000,R,RESIDENCE,2012
2480,856.6,11/02/2012,12/03/2012,250000,R,RESIDENCE,2012
2480,872.6,11/06/2012,12/04/2012,190000,R,RESIDENCE,2012
2480,1024.0,11/12/2012,12/10/2012,190000,V,VACANT LAND,2012
2527,624.3,11/07/2012,12/05/2012,320000,R,RESIDENCE,2012
2756,4001.0,11/07/2012,12/03/2012,990000,R,RESIDENCE,2012
2758,1174.0,09/12/2012,12/06/2012,655000,3,HOUSE,2012
2765,2.023,09/08/2012,12/06/2012,802500,R,RESIDENCE,2012
2756,11.79,10/08/2012,12/03/2012,865000,R,RESIDENCE,2012
2756,562.0,11/04/2012,12/03/2012,310000,R,RESIDENCE,2012
2756,1201.0,10/04/2012,12/05/2012,800000,R,RESIDENCE,2012
2756,556.4,10/11/2012,12/03/2012,375000,R,RESIDENCE,2012
2570,233.6,07/06/2012,07/12/2012,9500000,3,HORSE STABLES,2012
2557,533.5,08/06/2012,10/10/2012,715000,R,RESIDENCE,2012
2567,548.3,11/01/2012,12/07/2012,452000,R,RESIDENCE,2012
2570,321.7,10/12/2012,11/12/2012,178000,V,VACANT LAND,2012
2557,375.0,11/02/2012,12/07/2012,212000,V,VACANT LAND,2012
2350,1707.0,08/10/2012,11/05/2012,1050000,R,RESIDENCE,2012
2573,377.2,10/09/2012,12/04/2012,357000,R,RESIDENCE,2012
2800,,10/11/2012,11/08/2012,539000,R,RESIDENCE,2012
2800,,10/11/2012,11/08/2012,539000,R,RESIDENCE,2012
2800,647.7,11/05/2012,12/03/2012,385000,R,RESIDENCE,2012
2517,720.8,09/11/2012,12/04/2012,515000,R,RESIDENCE,2012
2518,381.0,11/05/2012,12/04/2012,475000,R,RESIDENCE,2012
2518,365.6,11/02/2012,12/03/2012,387000,R,RESIDENCE,2012
2519,557.6,07/10/2012,08/10/2012,545000,R,RESIDENCE,2012
2500,,10/05/2012,11/09/2012,380000,R,RESIDENCE,2012
2767,584.4,10/07/2012,12/03/2012,352000,R,RESIDENCE,2012
2147,695.6,10/03/2012,12/03/2012,575000,R,RESIDENCE,2012
2148,919.73,09/06/2012,12/05/2012,415000,R,RESIDENCE,2012
2147,,11/03/2012,11/03/2012,374000,R,RESIDENCE,2012
2770,567.0,10/02/2012,12/05/2012,515000,R,RESIDENCE,2012
2155,502.0,10/05/2012,12/03/2012,695000,R,RESIDENCE,2012
2760,330.0,04/05/2012,10/04/2012,432000,R,RESIDENCE,2012
2770,,11/05/2012,12/03/2012,326500,R,RESIDENCE,2012
2155,3256.0,11/01/2012,11/01/2012,2530000,V,VACANT LAND,2012
2769,500.4,04/04/2012,12/05/2012,335000,V,VACANT LAND,2012
2155,764.5,07/07/2012,11/12/2012,442000,R,RESIDENCE,2012
2155,381.3,11/04/2012,12/03/2012,630000,R,RESIDENCE,2012
2065,160.0,10/12/2012,12/06/2012,1190000,R,RESIDENCE,2012
2428,5240.0,11/07/2012,12/07/2012,950000,3,,2012
2287,558.0,09/04/2012,10/02/2012,195000,V,VACANT LAND,2012
2287,515.7,04/12/2012,10/12/2012,185000,V,VACANT LAND,2012
2287,862.1,09/07/2012,12/03/2012,385000,R,RESIDENCE,2012
2298,548.9,10/05/2012,11/09/2012,220000,R,RESIDENCE,2012
2113,663.9,10/09/2012,11/09/2012,892500,R,RESIDENCE,2012
2122,,11/04/2012,11/04/2012,212500,R,RESIDENCE,2012
2122,739.8,11/05/2012,12/04/2012,885000,R,RESIDENCE,2012
2112,531.1,09/08/2012,12/03/2012,740000,R,RESIDENCE,2012
2122,,10/10/2012,12/05/2012,705000,R,RESIDENCE,2012
2122,,10/02/2012,10/02/2012,630000,R,RESIDENCE,2012
2594,407.6,11/06/2012,12/04/2012,210000,R,RESIDENCE,2012
2795,,11/05/2012,12/06/2012,235000,R,RESIDENCE,2012
2795,161.3,10/05/2012,11/09/2012,283000,V,VACANT LAND,2012
2221,645.0,09/10/2012,12/03/2012,1350000,R,RESIDENCE,2012
2220,,11/06/2012,12/04/2012,430000,R,RESIDENCE,2012
2171,594.9,10/08/2012,12/03/2012,630000,R,RESIDENCE,2012
2168,484.9,11/09/2012,12/03/2012,215000,R,RESIDENCE,2012
2170,,12/06/2012,12/06/2012,178600,3,INDUSTRIAL,2012
2178,2.023,11/01/2012,11/01/2012,616667,R,RESIDENCE,2012
2170,614.6,10/10/2012,12/04/2012,600000,R,RESIDENCE,2012
2170,,11/02/2012,12/03/2012,425000,R,RESIDENCE,2012
2171,232.5,11/01/2012,12/03/2012,357000,R,RESIDENCE,2012
2171,450.0,11/05/2012,12/05/2012,283500,V,VACANT LAND,2012
2170,432.0,10/05/2012,11/02/2012,335000,V,VACANT LAND,2012
2171,600.0,10/10/2012,11/09/2012,435000,V,VACANT LAND,2012
2171,730.9,11/05/2012,12/05/2012,515000,V,VACANT LAND,2012
2171,450.0,09/09/2012,11/05/2012,605000,R,RESIDENCE,2012
2171,375.0,10/02/2012,11/01/2012,249900,V,VACANT LAND,2012
2171,552.3,12/01/2012,12/03/2012,309900,V,VACANT LAND,2012
2170,342.3,08/09/2012,11/08/2012,200000,V,VACANT LAND,2012
2170,390.2,10/10/2012,12/05/2012,415000,R,RESIDENCE,2012
2340,4980.0,08/09/2012,11/09/2012,149000,V,VACANT LAND,2012
2340,796.7,11/06/2012,12/04/2012,450000,R,RESIDENCE,2012
2710,297.2,10/06/2012,11/05/2012,260000,3,COMMERICAL,2012
2026,,11/05/2012,12/05/2012,665000,R,RESIDENCE,2012
2022,,09/11/2012,10/03/2012,780000,R,RESIDENCE,2012
2026,,10/05/2012,11/02/2012,705000,R,RESIDENCE,2012
2026,,10/05/2012,11/02/2012,705000,R,RESIDENCE,2012
2035,259.3,09/10/2012,12/03/2012,750000,R,RESIDENCE,2012
2031,,10/05/2012,12/04/2012,620000,R,RESIDENCE,2012
2032,,11/01/2012,12/03/2012,800000,R,RESIDENCE,2012
2035,,10/04/2012,12/03/2012,645000,R,RESIDENCE,2012
2031,,11/06/2012,12/04/2012,1100000,R,RESIDENCE,2012
2031,113.0,04/01/2012,12/07/2012,700000,R,RESIDENCE,2012
2036,701.0,10/08/2012,12/03/2012,1200000,R,RESIDENCE,2012
2036,399.0,10/10/2012,10/10/2012,900000,R,RESIDENCE,2012
2034,,11/02/2012,12/07/2012,900000,R,RESIDENCE,2012
2031,278.2,10/06/2012,12/03/2012,1187000,R,RESIDENCE,2012
2035,,10/05/2012,12/07/2012,730000,R,RESIDENCE,2012
2621,1796.0,11/08/2012,12/05/2012,544000,R,RESIDENCE,2012
2620,4.047,09/05/2012,11/02/2012,820000,R,RESIDENCE,2012
2731,5.281,06/01/2012,07/02/2012,550000,R,RESIDENCE,2012
2731,8648.0,09/08/2012,11/07/2012,150000,3,OFFICE,2012
2731,,04/05/2012,12/03/2012,380000,3,UNIT,2012
2450,1160.0,08/02/2012,09/06/2012,1420000,3,COMMERCIAL,2012
2450,700.0,09/04/2012,12/04/2012,405000,R,RESIDENCE,2012
2450,1593.0,06/06/2012,06/06/2012,600000,3,COMMERCIAL,2012
2452,755.4,11/07/2012,12/05/2012,250000,R,RESIDENCE,2012
2450,663.9,11/09/2012,12/03/2012,580000,R,RESIDENCE,2012
2456,720.3,11/06/2012,12/10/2012,461000,R,RESIDENCE,2012
2580,10.32,10/05/2012,11/09/2012,250000,R,RESIDENCE,2012
2582,1.948,10/12/2012,11/09/2012,677000,R,RESIDENCE,2012
2534,663.4,10/04/2012,11/08/2012,270000,V,VACANT LAND,2012
2110,,10/08/2012,11/09/2012,430000,R,RESIDENCE,2012
2473,562.8,10/09/2012,11/06/2012,395000,R,RESIDENCE,2012
2232,682.9,11/03/2012,12/03/2012,640000,R,RESIDENCE,2012
2230,,09/03/2012,12/03/2012,1070000,R,RESIDENCE,2012
2226,849.8,12/07/2012,12/07/2012,550000,R,RESIDENCE,2012
2232,556.4,11/03/2012,12/05/2012,610000,R,RESIDENCE,2012
2230,,11/07/2012,12/04/2012,660000,R,RESIDENCE,2012
2226,663.9,10/04/2012,12/07/2012,700000,R,RESIDENCE,2012
2228,2839.0,10/04/2012,10/04/2012,1900000,3,SHOP,2012
2229,1909.6,10/04/2012,10/04/2012,1300000,3,SHOP,2012
2229,995.48,10/04/2012,10/04/2012,650000,3,SHOP,2012
2229,948.5,10/04/2012,10/04/2012,650000,3,SHOP,2012
2229,720.8,09/08/2012,12/03/2012,965000,R,RESIDENCE,2012
2234,,10/11/2012,12/07/2012,625000,R,RESIDENCE,2012
2232,,07/06/2012,08/02/2012,447000,R,RESIDENCE,2012
2229,,10/05/2012,10/05/2012,150000,3,COMMERCIAL,2012
2386,1400.0,09/10/2012,09/10/2012,395937,3,COMMERCIAL,2012
2386,879.0,09/10/2012,09/10/2012,395937,3,COMMERCIAL,2012
2549,699.1,11/03/2012,11/02/2012,760000,R,RESIDENCE,2012
2546,5000.0,09/10/2012,10/10/2012,520000,R,RESIDENCE,2012
2548,2.0,11/02/2012,12/03/2012,615000,R,RESIDENCE,2012
2550,,09/04/2012,10/04/2012,420000,3,UNIT,2012
2549,1797.0,11/02/2012,12/03/2012,685000,R,RESIDENCE,2012
2250,619.7,10/09/2012,12/03/2012,305000,R,RESIDENCE,2012
2260,,12/07/2012,12/07/2012,190000,R,RESIDENCE,2012
2251,753.0,11/05/2012,12/03/2012,455000,R,RESIDENCE,2012
2256,658.0,10/11/2012,12/04/2012,350000,R,RESIDENCE,2012
2257,562.8,11/07/2012,12/04/2012,485500,R,RESIDENCE,2012
2250,480.6,11/02/2012,12/06/2012,455000,R,RESIDENCE,2012
2251,748.5,10/05/2012,12/03/2012,505000,R,RESIDENCE,2012
2250,284.0,10/10/2012,12/04/2012,345000,R,RESIDENCE,2012
2135,,10/08/2012,11/12/2012,430000,R,RESIDENCE,2012
2138,,12/10/2012,10/03/2012,467500,R,RESIDENCE,2012
2137,524.8,10/10/2012,12/05/2012,1305000,R,RESIDENCE,2012
2046,366.7,11/05/2012,12/04/2012,1390000,R,RESIDENCE,2012
2138,,12/10/2012,10/03/2012,467500,R,RESIDENCE,2012
2138,,12/10/2012,10/03/2012,467500,R,RESIDENCE,2012
2170,1640.0,09/12/2012,11/09/2012,1350000,3,,2012
2009,,10/08/2012,12/03/2012,170000,3,COMMERCIAL,2012
2000,,11/12/2012,12/04/2012,477000,R,RESIDENCE,2012
2042,140.3,11/03/2012,12/07/2012,1210000,R,RESIDENCE,2012
2010,50.6,10/08/2012,12/03/2012,790000,R,RESIDENCE,2012
2043,139.1,11/03/2012,12/06/2012,1405000,R,RESIDENCE,2012
2015,1960.0,08/06/2012,09/07/2012,2400000,3,FACTORY,2012
2042,133.86,10/06/2012,12/06/2012,1360000,R,RESIDENCE,2012
2011,,10/11/2012,11/11/2012,405000,R,RESIDENCE,2012
2021,,09/08/2012,12/03/2012,640000,R,RESIDENCE,2012
2017,,06/10/2012,08/01/2012,550000,R,RESIDENCE,2012
2043,,09/08/2012,11/05/2012,630000,3,HOME UNIT,2012
2665,390.2,10/09/2012,11/07/2012,506231,3,FARM/RURAL,2012
2665,388.4,10/09/2012,11/07/2012,140000,V,VACANT LAND,2012
2665,388.4,10/09/2012,11/07/2012,411856,3,FARM/RURAL,2012
2221,828.3,05/05/2012,07/06/2012,938500,R,RESIDENCE,2012
2221,885.2,04/11/2012,06/12/2012,920000,R,RESIDENCE,2012
2222,445.91,05/05/2012,07/02/2012,801500,R,RESIDENCE,2012
2337,1635.0,06/05/2012,07/04/2012,365000,R,RESIDENCE,2012
2587,708.2,05/10/2012,06/05/2012,150000,R,RESIDENCE,2012
2114,689.98,06/02/2012,07/02/2012,960000,R,RESIDENCE,2012
2122,1011.83,05/12/2012,07/04/2012,1590000,R,RESIDENCE,2012
2112,,07/10/2012,06/12/2012,415000,R,RESIDENCE,2012
2112,,06/11/2012,06/12/2012,650000,R,RESIDENCE,2012
2112,,03/02/2012,06/12/2012,620000,R,RESIDENCE,2012
2112,,12/04/2012,06/08/2012,645000,R,RESIDENCE,2012
2112,,12/03/2012,06/12/2012,620000,R,RESIDENCE,2012
2112,,04/06/2012,06/12/2012,585000,V,VACANT LAND,2012
2112,,04/02/2012,06/12/2012,589000,R,RESIDENCE,2012
2112,,12/01/2012,06/06/2012,400000,R,RESIDENCE,2012
2112,,12/09/2012,06/12/2012,720000,R,RESIDENCE,2012
2112,,03/02/2012,06/12/2012,430000,R,RESIDENCE,2012
2112,,06/08/2012,06/08/2012,610000,R,RESIDENCE,2012
2112,,09/01/2012,06/07/2012,702000,R,RESIDENCE,2012
2112,,04/05/2012,06/08/2012,670000,R,RESIDENCE,2012
2293,,06/05/2012,07/03/2012,545000,3,INDUSTRIALUNIT,2012
2302,,05/03/2012,06/01/2012,659000,R,RESIDENCE,2012
2292,,05/09/2012,07/02/2012,340000,R,RESIDENCE,2012
2291,511.0,05/07/2012,07/04/2012,1175000,R,RESIDENCE,2012
2287,794.2,06/07/2012,07/04/2012,324000,3,HOUSE,2012
2305,1587.0,05/11/2012,07/02/2012,630000,R,RESIDENCE,2012
2300,,05/11/2012,07/04/2012,680000,R,RESIDENCE,2012
2300,,05/11/2012,07/04/2012,680000,R,RESIDENCE,2012
2322,1.856,06/04/2012,07/02/2012,1870000,V,VACANT LAND,2012
2287,439.0,05/09/2012,07/04/2012,320000,R,RESIDENCE,2012
2300,,05/02/2012,06/06/2012,405000,R,RESIDENCE,2012
2300,,05/02/2012,06/06/2012,405000,R,RESIDENCE,2012
2289,398.4,06/07/2012,07/02/2012,365000,R,RESIDENCE,2012
2295,505.9,06/07/2012,07/02/2012,810000,R,RESIDENCE,2012
2291,318.0,06/01/2012,07/03/2012,540000,R,RESIDENCE,2012
2304,758.8,06/05/2012,07/03/2012,367000,R,RESIDENCE,2012
2291,,05/09/2012,07/04/2012,385000,3,HOME UNIT,2012
2291,588.1,06/06/2012,07/04/2012,712000,R,RESIDENCE,2012
2295,204.7,06/05/2012,07/03/2012,435000,R,RESIDENCE,2012
2428,,07/03/2012,07/03/2012,125000,R,RESIDENCE,2012
2324,546.4,07/02/2012,07/02/2012,1200000,R,RESIDENCE,2012
2428,,06/05/2012,07/03/2012,275000,3,,2012
2066,,05/11/2012,07/06/2012,695000,R,RESIDENCE,2012
2066,935.7,12/06/2012,03/05/2012,1735000,3,CHILD CARE,2012
2713,993.2,03/08/2012,06/06/2012,122000,R,RESIDENCE,2012
2148,,04/07/2012,06/05/2012,345000,R,RESIDENCE,2012
2761,220.0,04/05/2012,07/02/2012,346500,R,RESIDENCE,2012
2770,520.15,05/10/2012,07/03/2012,385000,R,RESIDENCE,2012
2763,351.8,06/04/2012,07/03/2012,536000,R,RESIDENCE,2012
2155,418.9,05/01/2012,07/02/2012,556000,R,RESIDENCE,2012
2760,275.0,10/05/2012,06/01/2012,409900,R,RESIDENCE,2012
2770,579.2,05/07/2012,07/02/2012,267000,R,RESIDENCE,2012
2768,465.3,05/02/2012,07/02/2012,460000,R,RESIDENCE,2012
2769,402.4,05/08/2012,06/12/2012,310000,V,VACANT LAND,2012
2155,380.0,04/07/2012,07/02/2012,615000,R,RESIDENCE,2012
2148,389.8,06/02/2012,07/02/2012,372000,R,RESIDENCE,2012
2525,929.5,05/10/2012,06/08/2012,411600,R,RESIDENCE,2012
2500,,05/01/2012,06/12/2012,370000,R,RESIDENCE,2012
2500,5268.0,05/01/2012,06/12/2012,4000000,3,HOTEL,2012
2517,1948.0,08/02/2012,06/08/2012,290000,V,VACANT LAND,2012
2517,310.6,03/01/2012,02/07/2012,424000,R,RESIDENCE,2012
2517,310.6,11/08/2012,02/07/2012,450000,R,RESIDENCE,2012
2500,,05/01/2012,06/12/2012,225000,3,COMMERCIAL,2012
2500,,05/01/2012,06/12/2012,303800,R,RESIDENCE,2012
2870,70.57,03/07/2012,04/04/2012,200000,3,FARM,2012
2798,626.0,05/02/2012,06/06/2012,510000,R,RESIDENCE,2012
2798,4.808,09/02/2012,06/12/2012,155000,V,VACANT LAND,2012
2675,2394.0,03/06/2012,05/10/2012,1500000,3,FARM/RURAL,2012
2800,562.8,06/08/2012,07/03/2012,320000,R,RESIDENCE,2012
2800,150.0,06/05/2012,07/03/2012,152000,R,RESIDENCE,2012
2800,850.2,04/11/2012,07/02/2012,153000,V,VACANT LAND,2012
2570,900.0,03/05/2012,07/02/2012,720000,R,RESIDENCE,2012
2570,8.112,04/02/2012,06/05/2012,300000,R,RESIDENCE,2012
2570,633.1,06/08/2012,07/04/2012,218000,V,VACANT LAND,2012
2570,4000.0,04/02/2012,06/01/2012,1040000,R,RESIDENCE,2012
2567,515.4,06/05/2012,07/03/2012,487000,R,RESIDENCE,2012
2567,739.6,04/02/2012,05/09/2012,482000,R,RESIDENCE,2012
2570,568.7,11/04/2012,07/02/2012,257500,V,VACANT LAND,2012
2557,,06/07/2012,07/02/2012,514000,R,RESIDENCE,2012
2758,1.002,04/10/2012,06/04/2012,840000,R,RESIDENCE,2012
2753,613.4,06/05/2012,07/06/2012,410000,R,RESIDENCE,2012
2756,550.0,04/04/2012,07/03/2012,390000,R,RESIDENCE,2012
2754,486.0,05/11/2012,07/04/2012,360000,R,RESIDENCE,2012
2756,739.8,05/09/2012,07/02/2012,332500,R,RESIDENCE,2012
2528,556.4,05/03/2012,07/03/2012,440000,R,RESIDENCE,2012
2529,576.5,06/05/2012,07/03/2012,310000,V,VACANT LAND,2012
2528,556.4,05/02/2012,06/06/2012,305000,R,RESIDENCE,2012
2735,76.47,04/03/2012,05/01/2012,210000,V,VACANT LAND,2012
2471,6.173,06/06/2012,07/04/2012,487000,R,RESIDENCE,2012
2480,1452.0,05/11/2012,07/06/2012,471565,R,RESIDENCE,2012
2480,857.6,05/03/2012,07/02/2012,390000,R,RESIDENCE,2012
2480,1063.0,06/05/2012,07/03/2012,550000,R,RESIDENCE,2012
2431,866.6,05/04/2012,06/12/2012,465000,R,RESIDENCE,2012
2440,60.82,05/09/2012,06/06/2012,210000,V,VACANT LAND,2012
2205,,05/01/2012,06/12/2012,511000,R,RESIDENCE,2012
2217,,05/12/2012,07/02/2012,740000,3,TOWN HOUSE,2012
2218,594.4,06/02/2012,07/02/2012,900000,R,RESIDENCE,2012
2207,650.29,06/01/2012,07/06/2012,350000,R,RESIDENCE,2012
2216,696.77,02/09/2012,02/09/2012,1100000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,300000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,300000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2216,,12/07/2012,06/08/2012,4070000,R,RESIDENCE,2012
2205,611.46,02/11/2012,04/10/2012,1335000,R,RESIDENCE,2012
2207,562.8,04/11/2012,07/04/2012,835000,R,RESIDENCE,2012
2207,,06/08/2012,07/02/2012,425000,R,RESIDENCE,2012
2205,164.4,05/08/2012,07/03/2012,549000,R,RESIDENCE,2012
2738,1226.0,11/09/2012,06/08/2012,200000,V,VACANT LAND,2012
2089,,05/08/2012,07/02/2012,315000,R,RESIDENCE,2012
2060,,06/02/2012,07/06/2012,2340000,R,RESIDENCE,2012
2060,,05/02/2012,06/12/2012,285000,R,RESIDENCE,2012
2090,474.2,05/11/2012,07/03/2012,1190000,3,HOUSE,2012
